3,29
3,1869
18,6023
20,6043
20,6002
20,6000
20,5962
21,6026
24,6086
21,6044
38,6176
39,5916
39,5434
41,6182
41,6041
41,5991
41,6098
41,6056
41,6055
41,6054
41,5825
41,5892
41,6001
41,5957
41,5908
46,6176
46,4400
48,6176
49,6176
48,6161
48,6041
48,5434
48,1243
48,5379
48,4678
48,1772
48,4113
48,3771
48,3546
48,5666
48,4967
48,3762
48,3288
48,3034
48,2844
46,6041
49,5156
48,2104
48,6020
51,6176
46,5156
51,5458
46,3329
53,6176
48,4997
53,4598
53,5714
48,1343
48,5156
48,5150
48,6023
48,4904
48,4423
48,5799
48,5153
48,5781
54,6041
48,5818
48,5643
48,5427
48,5533
48,5049
54,5972
54,6023
56,6176
54,5431
54,4175
40,6148
54,5150
54,5114
54,4904
60,6176
54,4423
60,5434
60,5135
60,4749
43,6176
60,2424
40,6176
54,4145
40,5938
43,6041
40,5156
43,6002
43,5791
43,5439
54,5396
54,4210
40,2729
61,6176
60,5916
61,5952
61,6041
61,5916
61,5114
61,5115
61,5136
66,5144
66,6029
66,6002
66,6096
67,6176
67,6041
73,6176
74,6176
74,6041
74,5916
74,6016
74,5760
74,5884
74,5995
76,6086
22,6151
46,2435
78,6041
46,1500
79,6103
81,6169
83,5641
85,6151
85,6182
86,6043
90,5916
90,5186
90,4678
90,4113
90,6041
90,3762
90,5007
90,5677
90,5818
92,6176
92,4904
92,4327
92,5770
92,4849
92,4015
92,6169
93,6176
53,5174
73,5894
94,6176
63,6120
63,6103
97,6176
65,6169
100,2201
23,6148
102,64
103,6176
105,5821
105,5028
105,4293
105,3422
105,3421
105,6098
105,6016
105,6054
105,6055
105,6056
105,6065
48,5677
48,4364
48,3333
48,1372
105,4485
105,3426
105,1118
105,5541
102,6176
105,5156
102,6041
102,5434
102,5991
102,6058
107,6103
107,6169
105,5049
105,5533
105,6176
105,5186
105,2424
105,3318
105,5666
105,4967
105,3762
108,6001
113,6176
113,6041
113,5434
113,5972
113,5991
113,4175
113,5156
113,5770
113,4849
113,3588
113,3399
113,3335
113,3277
113,3196
113,3195
113,3151
113,1977
113,2093
113,2010
113,1373
113,347
113,5491
113,4876
113,4143
113,3691
113,3681
113,3322
113,3315
113,3099
113,3024
113,2971
113,2644
113,2605
113,2489
113,2283
113,2181
113,2117
113,2059
113,1937
113,1821
113,1183
113,273
113,218
102,6070
116,6176
102,6076
102,6053
116,6041
116,5991
102,6057
116,6056
102,6096
102,6098
102,2208
102,2227
116,6120
102,2274
116,6131
116,6050
116,6053
116,6054
116,6055
116,6096
116,6098
116,2204
102,2306
116,6130
105,6041
110,6132
116,5533
120,5890
120,5994
120,6110
122,6176
120,6043
120,6041
125,6176
106,6123
106,6130
106,6098
106,6056
106,6021
106,4967
106,3793
124,6176
106,6176
106,5776
106,4675
106,5000
127,6043
54,6058
73,6041
130,6176
131,6041
132,6103
133,6086
66,5119
66,4532
66,2723
136,6176
138,5136
143,6176
143,6043
146,6041
148,6056
148,6055
148,6054
148,5613
150,6098
149,6176
150,6016
150,5958
150,5870
150,5825
150,5504
150,5000
150,6021
150,5586
150,5524
150,5241
150,3447
150,3416
150,2310
150,1681
150,132
150,4800
150,3582
150,3490
150,3396
150,2819
150,2688
150,838
106,6055
150,5213
150,3890
150,3321
150,2941
150,2655
150,5824
150,5823
150,5920
150,5826
150,5701
150,5998
150,5512
150,5890
148,6069
150,5899
150,5765
150,5578
150,5185
150,4936
150,4772
150,6161
150,4840
150,4627
148,3546
150,5830
150,5991
150,5803
150,5786
150,5236
150,4995
150,5384
150,5125
150,5941
150,801
150,6043
92,6020
92,3224
92,2105
92,4423
106,5248
150,6134
159,5868
160,6188
150,4855
150,6184
150,5733
168,2008
167,5434
167,5135
167,4749
168,6148
168,6096
168,557
168,1429
167,4967
168,1544
167,5666
167,6041
168,1899
168,4229
168,3703
168,5163
168,4200
168,3351
172,6176
177,6041
179,6176
179,6041
179,5434
179,5317
183,6176
184,6176
116,6151
186,5837
150,6001
150,5957
150,6017
150,5294
150,5061
191,4050
150,5828
150,4950
150,3732
150,3467
150,4854
196,6191
198,6176
110,5653
201,3654
201,3096
201,4678
202,5326
202,5172
202,4607
202,5641
202,5434
202,6014
201,2424
201,3318
201,5186
204,6041
137,5390
205,6176
137,6131
137,6134
210,6176
211,6176
35,2454
218,6098
218,6176
218,6041
219,6176
218,5294
219,5955
219,5411
219,5916
219,5809
219,5653
219,5603
219,5431
219,6069
221,6041
219,6068
221,6176
221,5641
221,6086
221,6098
221,5504
224,6176
224,5049
224,5533
224,5677
225,6151
224,6041
224,5666
224,3793
225,6176
224,2811
225,6041
225,5434
225,5896
225,5742
225,5953
224,2041
224,1688
224,366
224,525
224,963
224,3096
224,5156
224,5852
224,5915
224,4485
226,6164
224,3426
226,6151
226,6041
224,4456
224,1835
225,6086
225,5837
225,6062
225,6117
224,1118
225,6188
225,5957
225,6001
225,6169
225,6181
225,6183
225,6144
225,4640
224,5664
224,5541
112,6176
224,5807
79,5653
230,6041
219,6187
231,6176
228,6183
232,5972
105,6191
235,6096
241,6183
242,6002
242,6041
242,5577
242,6176
242,5533
242,5049
105,6014
106,3287
252,5972
252,5434
253,6176
220,6041
255,6176
255,6103
255,6151
255,6041
255,5972
255,5641
255,5434
255,5894
255,5653
255,5199
255,4749
255,4210
255,5114
255,3322
255,2201
255,2454
255,4313
255,1226
255,6181
255,6182
255,6117
255,6083
255,6162
255,6169
255,6064
255,6131
255,6069
255,6017
255,6018
255,6020
255,5992
255,5643
255,5917
255,5929
255,5933
255,6183
102,5666
255,6172
102,59
102,1024
102,1243
102,1676
255,6164
102,1775
102,1876
255,6158
102,1961
102,2037
102,2067
102,2104
255,6144
102,2105
255,6143
102,2392
255,6136
255,6135
255,6134
102,2754
102,2811
255,6127
102,3224
255,6120
102,3750
255,6114
102,3793
102,4967
255,6106
255,6086
102,5446
255,6063
255,6052
102,5533
102,5049
102,4380
102,3172
255,6032
102,4050
102,6189
177,5666
177,4967
259,6176
259,5533
259,6086
259,6041
259,5666
259,4967
259,6021
259,5733
261,6176
261,6041
253,5434
253,4836
253,3546
253,4113
253,4678
253,5379
268,6176
253,4749
270,5729
270,4923
270,1000
271,6158
270,989
270,6052
43,6058
270,6120
270,6176
270,6156
270,6148
270,6131
272,6176
99,5777
99,6115
277,6176
163,5294
282,5612
283,5156
282,5767
282,5598
282,5479
282,5343
282,5714
282,5174
282,5584
282,5951
282,5735
283,6169
284,6191
282,4611
283,6189
282,993
282,459
282,276
282,183
289,5026
292,6169
292,6120
292,6117
292,6180
292,6144
292,6135
293,6151
293,5953
295,6176
293,6184
296,2424
296,3975
201,3771
201,1772
299,6016
300,6041
299,5803
299,5991
300,6023
300,6144
301,6188
301,6176
301,6168
302,6176
102,5677
102,4364
102,1372
102,3333
102,5179
102,364
102,1586
102,1742
102,2102
102,2201
102,2296
102,2485
102,2492
102,2613
102,2645
102,4229
102,4326
102,4613
102,5000
102,5504
102,5825
102,6016
102,5958
116,6186
307,6041
308,6000
308,6021
308,6176
308,6041
308,3543
146,5666
308,5733
146,3762
146,2811
146,5491
146,1977
146,1975
146,557
146,59
146,30
309,6176
146,4
146,4849
146,5770
146,4015
309,6189
146,5352
146,4327
146,4423
146,461
146,4145
310,5780
310,5349
311,6189
311,6176
310,4740
310,4585
